,session,type,outcome,sponsor_count,section_count,word_count
BILLS-115hr843ih,115,hr,ih,5,2,674
BILLS-115hr844ih,115,hr,ih,10,7,2050
BILLS-115hr845ih,115,hr,ih,6,2,984
BILLS-115hr846ih,115,hr,ih,1,2,699
BILLS-115hr847ih,115,hr,ih,1,1,184
BILLS-115hr848ih,115,hr,ih,30,4,803
BILLS-115hr849eh,115,hr,eh,0,2,183
BILLS-115hr849ih,115,hr,ih,14,2,264
BILLS-115hr849rfs,115,hr,rfs,0,2,179
BILLS-115hr849rh,115,hr,rh,271,2,1109
BILLS-115hr84ih,115,hr,ih,1,3,1057
BILLS-115hr850ih,115,hr,ih,52,3,757
BILLS-115hr851ih,115,hr,ih,8,2,258
BILLS-115hr852ih,115,hr,ih,96,2,633
BILLS-115hr853ih,115,hr,ih,1,2,378
BILLS-115hr854ih,115,hr,ih,4,3,3336
BILLS-115hr855ih,115,hr,ih,8,2,315
BILLS-115hr856ih,115,hr,ih,12,8,1468
BILLS-115hr857eh,115,hr,eh,0,6,12557
BILLS-115hr857ih,115,hr,ih,1,6,11597
BILLS-115hr857rfs,115,hr,rfs,0,6,12556
BILLS-115hr857rs,115,hr,rs,1,20,23990
BILLS-115hr858ih,115,hr,ih,56,3,643
BILLS-115hr859ih,115,hr,ih,1,7,3948
BILLS-115hr85ih,115,hr,ih,6,1,617
BILLS-115hr860ih,115,hr,ih,3,2,582
BILLS-115hr861ih,115,hr,ih,4,1,153
BILLS-115hr862ih,115,hr,ih,3,2,247
BILLS-115hr863eh,115,hr,eh,0,1,135
BILLS-115hr863enr,115,hr,enr,0,1,144
BILLS-115hr863ih,115,hr,ih,1,1,142
BILLS-115hr863rfs,115,hr,rfs,0,1,135
BILLS-115hr863rs,115,hr,rs,1,1,178
BILLS-115hr864ih,115,hr,ih,4,5,976
BILLS-115hr865ih,115,hr,ih,13,5,973
BILLS-115hr866ih,115,hr,ih,8,2,364
BILLS-115hr867ih,115,hr,ih,7,2,1453
BILLS-115hr868ih,115,hr,ih,8,8,2023
BILLS-115hr869ih,115,hr,ih,6,8,1458
BILLS-115hr86ih,115,hr,ih,1,1,598
BILLS-115hr870ih,115,hr,ih,3,3,916
BILLS-115hr871ih,115,hr,ih,3,1,552
BILLS-115hr872ih,115,hr,ih,6,4,923
BILLS-115hr873eh,115,hr,eh,0,3,572
BILLS-115hr873enr,115,hr,enr,0,3,568
BILLS-115hr873ih,115,hr,ih,2,3,582
BILLS-115hr873rds,115,hr,rds,0,3,547
BILLS-115hr873rh,115,hr,rh,159,3,1106
BILLS-115hr874ih,115,hr,ih,43,2,540
BILLS-115hr875ih,115,hr,ih,1,7,8107
BILLS-115hr876eh,115,hr,eh,0,8,1586
BILLS-115hr876ih,115,hr,ih,9,7,1413
BILLS-115hr876rfs,115,hr,rfs,0,8,1591
BILLS-115hr876rh,115,hr,rh,9,7,1741
BILLS-115hr877ih,115,hr,ih,38,2,599
BILLS-115hr878ih,115,hr,ih,28,2,761
BILLS-115hr879ih,115,hr,ih,2,2,417
BILLS-115hr87ih,115,hr,ih,1,1,598
BILLS-115hr880eh,115,hr,eh,2,3,1464
BILLS-115hr880ih,115,hr,ih,6,2,1309
BILLS-115hr880rfs,115,hr,rfs,2,3,1447
BILLS-115hr880rh,115,hr,rh,28,2,1556
BILLS-115hr881ih,115,hr,ih,24,2,1488
BILLS-115hr882ih,115,hr,ih,8,5,624
BILLS-115hr883eh,115,hr,eh,0,3,1227
BILLS-115hr883ih,115,hr,ih,1,3,1232
BILLS-115hr883rfs,115,hr,rfs,0,3,1207
BILLS-115hr883rh,115,hr,rh,9,3,1361
BILLS-115hr884ih,115,hr,ih,1,3,489
BILLS-115hr885ih,115,hr,ih,2,1,228
BILLS-115hr886ih,115,hr,ih,1,2,282
BILLS-115hr887eh,115,hr,eh,0,1,545
BILLS-115hr887ih,115,hr,ih,1,1,550
BILLS-115hr887rfs,115,hr,rfs,0,1,518
BILLS-115hr888ih,115,hr,ih,1,1,245
BILLS-115hr889ih,115,hr,ih,2,3,1591
BILLS-115hr88eah,115,hr,eah,2,98,41184
BILLS-115hr88eas,115,hr,eas,0,4,566
BILLS-115hr88eh,115,hr,eh,0,5,736
BILLS-115hr88ih,115,hr,ih,1,5,740
BILLS-115hr88rfs,115,hr,rfs,0,5,720
BILLS-115hr88rs,115,hr,rs,1,5,1228
BILLS-115hr890ih,115,hr,ih,3,11,4265
BILLS-115hr891ih,115,hr,ih,2,2,209
BILLS-115hr892ih,115,hr,ih,1,2,236
BILLS-115hr893ih,115,hr,ih,1,4,592
BILLS-115hr894ih,115,hr,ih,1,5,1392
BILLS-115hr895ih,115,hr,ih,3,2,2404
BILLS-115hr896ih,115,hr,ih,6,1,502
BILLS-115hr897ih,115,hr,ih,4,1,489
BILLS-115hr898ih,115,hr,ih,3,4,1496
BILLS-115hr899ih,115,hr,ih,8,1,122
BILLS-115hr89ih,115,hr,ih,1,1,141
BILLS-115hr8eh,115,hr,eh,4,97,20639
BILLS-115hr8ih,115,hr,ih,5,40,9781
BILLS-115hr8pcs,115,hr,pcs,4,97,20679
BILLS-115hr8rh,115,hr,rh,35,60,13534
BILLS-115hr900ih,115,hr,ih,2,2,1203
BILLS-115hr901ih,115,hr,ih,7,2,1189
BILLS-115hr902ih,115,hr,ih,12,2,355
BILLS-115hr903ih,115,hr,ih,4,1,249
BILLS-115hr904ih,115,hr,ih,13,20,6482
BILLS-115hr905ih,115,hr,ih,2,2,421
BILLS-115hr906ih,115,hr,ih,3,3,456
BILLS-115hr906rh,115,hr,rh,4,3,584
BILLS-115hr907ih,115,hr,ih,19,2,282
BILLS-115hr908ih,115,hr,ih,4,2,276
BILLS-115hr909ih,115,hr,ih,181,4,2295
BILLS-115hr90ih,115,hr,ih,9,2,640
BILLS-115hr910eh,115,hr,eh,0,2,1617
BILLS-115hr910ih,115,hr,ih,2,2,1543
BILLS-115hr910rfs,115,hr,rfs,0,2,1611
BILLS-115hr910rh,115,hr,rh,7,2,1774
BILLS-115hr911ih,115,hr,ih,20,2,368
BILLS-115hr912ih,115,hr,ih,19,6,1457
BILLS-115hr913ih,115,hr,ih,2,2,601
BILLS-115hr914ih,115,hr,ih,8,24,9425
BILLS-115hr915ih,115,hr,ih,18,2,260
BILLS-115hr916ih,115,hr,ih,2,2,391
BILLS-115hr917ih,115,hr,ih,2,2,1529
BILLS-115hr918eh,115,hr,eh,0,3,1174
BILLS-115hr918ih,115,hr,ih,13,2,1198
BILLS-115hr918rfs,115,hr,rfs,0,3,1148
BILLS-115hr918rh,115,hr,rh,40,4,1608
BILLS-115hr919ih,115,hr,ih,2,3,1031
BILLS-115hr91ih,115,hr,ih,3,2,474
BILLS-115hr91rh,115,hr,rh,14,2,610
BILLS-115hr920ih,115,hr,ih,1,3,309
BILLS-115hr921ih,115,hr,ih,1,3,325
BILLS-115hr922ih,115,hr,ih,2,2,307
BILLS-115hr923ih,115,hr,ih,6,2,229
BILLS-115hr924ih,115,hr,ih,1,4,1925
BILLS-115hr925ih,115,hr,ih,17,1,362
BILLS-115hr926ih,115,hr,ih,1,2,406
BILLS-115hr927ih,115,hr,ih,2,1,353
BILLS-115hr928ih,115,hr,ih,6,4,983
BILLS-115hr929ih,115,hr,ih,3,2,1537
BILLS-115hr92ih,115,hr,ih,3,2,215
BILLS-115hr930ih,115,hr,ih,4,2,434
BILLS-115hr931eas,115,hr,eas,0,2,1177
BILLS-115hr931eh,115,hr,eh,0,3,1363
BILLS-115hr931enr,115,hr,enr,0,2,1199
BILLS-115hr931ih,115,hr,ih,78,2,1517
BILLS-115hr931rfs,115,hr,rfs,0,3,1359
BILLS-115hr931rh,115,hr,rh,188,2,1955
BILLS-115hr932ih,115,hr,ih,8,2,564
BILLS-115hr933ih,115,hr,ih,2,2,351
BILLS-115hr934ih,115,hr,ih,2,2,433
BILLS-115hr935ih,115,hr,ih,8,20,9835
BILLS-115hr936ih,115,hr,ih,3,2,383
BILLS-115hr937ih,115,hr,ih,3,2,1313
BILLS-115hr938ih,115,hr,ih,2,7,2379
BILLS-115hr939ih,115,hr,ih,18,2,318
BILLS-115hr93ih,115,hr,ih,2,1,282
BILLS-115hr940ih,115,hr,ih,1,4,1372
BILLS-115hr941ih,115,hr,ih,1,4,879
BILLS-115hr942ih,115,hr,ih,2,2,208
BILLS-115hr943ih,115,hr,ih,2,2,494
BILLS-115hr944ih,115,hr,ih,1,3,647
BILLS-115hr945ih,115,hr,ih,1,11,4735
BILLS-115hr946ih,115,hr,ih,1,3,757
BILLS-115hr947ih,115,hr,ih,112,9,7858
BILLS-115hr948ih,115,hr,ih,1,6,2515
BILLS-115hr949ih,115,hr,ih,2,5,975
BILLS-115hr94ih,115,hr,ih,3,2,272
BILLS-115hr950ih,115,hr,ih,1,2,268
BILLS-115hr951eh,115,hr,eh,0,1,267
BILLS-115hr951enr,115,hr,enr,0,1,281
BILLS-115hr951ih,115,hr,ih,1,1,273
BILLS-115hr951pcs,115,hr,pcs,0,1,305
BILLS-115hr951rh,115,hr,rh,1,1,352
BILLS-115hr952ih,115,hr,ih,4,3,625
BILLS-115hr953eh,115,hr,eh,0,3,483
BILLS-115hr953ih,115,hr,ih,24,3,581
BILLS-115hr953rfs,115,hr,rfs,0,3,463
BILLS-115hr954eh,115,hr,eh,0,1,203
BILLS-115hr954enr,115,hr,enr,0,1,212
BILLS-115hr954ih,115,hr,ih,1,1,207
BILLS-115hr954pcs,115,hr,pcs,0,1,241
BILLS-115hr954rh,115,hr,rh,1,1,291
BILLS-115hr955ih,115,hr,ih,1,2,616
BILLS-115hr956ih,115,hr,ih,2,2,355
BILLS-115hr957ih,115,hr,ih,3,4,325
BILLS-115hr958ih,115,hr,ih,1,7,857
BILLS-115hr959eh,115,hr,eh,0,8,1722
BILLS-115hr959ih,115,hr,ih,7,3,808
BILLS-115hr959rfs,115,hr,rfs,0,8,1715
BILLS-115hr95eh,115,hr,eh,0,4,785
BILLS-115hr95ih,115,hr,ih,5,2,600
BILLS-115hr95rfs,115,hr,rfs,0,4,767
BILLS-115hr95rh,115,hr,rh,15,4,984
BILLS-115hr960ih,115,hr,ih,9,1,1149
BILLS-115hr961ih,115,hr,ih,1,2,288
BILLS-115hr962ih,115,hr,ih,1,2,519
BILLS-115hr963ih,115,hr,ih,7,4,1081
BILLS-115hr964ih,115,hr,ih,2,3,1345
BILLS-115hr965eh,115,hr,eh,0,2,284
BILLS-115hr965ih,115,hr,ih,2,3,535
BILLS-115hr965rfs,115,hr,rfs,0,2,283
BILLS-115hr965rh,115,hr,rh,2,2,424
BILLS-115hr965rs,115,hr,rs,1,2,327
BILLS-115hr966ih,115,hr,ih,5,2,392
BILLS-115hr967ih,115,hr,ih,4,5,751
BILLS-115hr968ih,115,hr,ih,3,3,524
BILLS-115hr969ih,115,hr,ih,3,2,1295
BILLS-115hr96ih,115,hr,ih,1,2,437
BILLS-115hr970ih,115,hr,ih,1,3,1104
BILLS-115hr971ih,115,hr,ih,1,2,452
BILLS-115hr972ih,115,hr,ih,20,6,1312
BILLS-115hr973ih,115,hr,ih,5,2,241
BILLS-115hr974eh,115,hr,eh,0,2,422
BILLS-115hr974ih,115,hr,ih,0,2,429
BILLS-115hr974rfs,115,hr,rfs,0,2,402
BILLS-115hr975ih,115,hr,ih,13,2,277
BILLS-115hr976ih,115,hr,ih,3,1,936
BILLS-115hr977ih,115,hr,ih,3,3,1448
BILLS-115hr978ih,115,hr,ih,8,8,4063
BILLS-115hr979ih,115,hr,ih,2,2,532
BILLS-115hr97ih,115,hr,ih,1,2,295
BILLS-115hr980ih,115,hr,ih,25,2,235
BILLS-115hr981ih,115,hr,ih,4,2,197
BILLS-115hr982ih,115,hr,ih,8,3,416
BILLS-115hr983ih,115,hr,ih,1,3,295
BILLS-115hr984eh,115,hr,eh,3,45,9511
BILLS-115hr984enr,115,hr,enr,3,45,9511
BILLS-115hr984ih,115,hr,ih,8,45,9531
BILLS-115hr984rfs,115,hr,rfs,3,45,9494
BILLS-115hr985eh,115,hr,eh,0,11,2929
BILLS-115hr985ih,115,hr,ih,1,7,2299
BILLS-115hr985rfs,115,hr,rfs,0,11,2916
BILLS-115hr985rh,115,hr,rh,2,7,2404
BILLS-115hr986ih,115,hr,ih,10,2,357
BILLS-115hr986rh,115,hr,rh,33,2,551
BILLS-115hr987ih,115,hr,ih,6,2,281
BILLS-115hr988ih,115,hr,ih,1,1,414
BILLS-115hr989ih,115,hr,ih,5,1,185
BILLS-115hr98ih,115,hr,ih,1,2,7987
BILLS-115hr990ih,115,hr,ih,6,1,285
BILLS-115hr991ih,115,hr,ih,3,3,1245
BILLS-115hr992ih,115,hr,ih,3,2,790
BILLS-115hr993ih,115,hr,ih,3,7,1007
BILLS-115hr994ih,115,hr,ih,4,2,463
BILLS-115hr995eh,115,hr,eh,0,3,330
BILLS-115hr995ih,115,hr,ih,2,2,360
BILLS-115hr995rfs,115,hr,rfs,0,3,329
BILLS-115hr995rh,115,hr,rh,5,3,551
BILLS-115hr995rs,115,hr,rs,1,3,456
BILLS-115hr996ih,115,hr,ih,1,7,658
BILLS-115hr997ih,115,hr,ih,6,6,1203
BILLS-115hr998eh,115,hr,eh,0,10,5197
BILLS-115hr998ih,115,hr,ih,2,10,5115
BILLS-115hr998rfs,115,hr,rfs,0,10,5193
BILLS-115hr998rh,115,hr,rh,3,10,5255
BILLS-115hr999ih,115,hr,ih,2,3,494
BILLS-115hr99ih,115,hr,ih,1,3,288
BILLS-115hres1000eh,115,hres,eh,2,0,70
BILLS-115hres1001eh,115,hres,eh,0,0,155
BILLS-115hres1001rh,115,hres,rh,1,0,299
BILLS-115hres1002ih,115,hres,ih,1,0,529
BILLS-115hres1003ih,115,hres,ih,2,1,206
BILLS-115hres1004ih,115,hres,ih,24,0,931
BILLS-115hres1005ih,115,hres,ih,1,0,337
BILLS-115hres1005rh,115,hres,rh,2,0,451
BILLS-115hres1006ih,115,hres,ih,4,0,1255
BILLS-115hres1007eh,115,hres,eh,0,0,311
BILLS-115hres1007ih,115,hres,ih,12,0,434
BILLS-115hres1008ih,115,hres,ih,2,0,1170
BILLS-115hres1009eh,115,hres,eh,0,0,296
BILLS-115hres1009ih,115,hres,ih,3,0,389
BILLS-115hres100ih,115,hres,ih,12,0,397
BILLS-115hres1010eh,115,hres,eh,0,0,303
BILLS-115hres1010ih,115,hres,ih,3,0,450
BILLS-115hres1011eh,115,hres,eh,0,0,389
BILLS-115hres1011rh,115,hres,rh,1,0,708
BILLS-115hres1012eh,115,hres,eh,0,0,419
BILLS-115hres1012rh,115,hres,rh,1,0,612
BILLS-115hres1013ih,115,hres,ih,4,0,343
BILLS-115hres1014ih,115,hres,ih,10,0,1224
BILLS-115hres1015ih,115,hres,ih,2,0,489
BILLS-115hres1016ih,115,hres,ih,2,0,208
BILLS-115hres1017ih,115,hres,ih,1,0,246
BILLS-115hres1017rh,115,hres,rh,1,0,346
BILLS-115hres1018ih,115,hres,ih,1,0,593
BILLS-115hres1018rh,115,hres,rh,8,0,716
BILLS-115hres1019eh,115,hres,eh,0,0,129
BILLS-115hres101ih,115,hres,ih,2,4,290
BILLS-115hres1020rh,115,hres,rh,1,0,343
BILLS-115hres1021ih,115,hres,ih,2,0,1726
BILLS-115hres1022ih,115,hres,ih,1,0,1260
BILLS-115hres1023ih,115,hres,ih,3,0,574
BILLS-115hres1024ih,115,hres,ih,1,0,1427
BILLS-115hres1025ih,115,hres,ih,3,0,634
BILLS-115hres1026ih,115,hres,ih,1,0,465
BILLS-115hres1027eh,115,hres,eh,0,0,196
BILLS-115hres1027rh,115,hres,rh,1,0,419
BILLS-115hres1028ih,115,hres,ih,35,0,2095
BILLS-115hres1029ih,115,hres,ih,11,0,484
BILLS-115hres102ih,115,hres,ih,4,0,482
BILLS-115hres1030ih,115,hres,ih,3,0,441
BILLS-115hres1031ih,115,hres,ih,7,0,659
BILLS-115hres1032ih,115,hres,ih,15,0,787
BILLS-115hres1033ih,115,hres,ih,1,0,348
BILLS-115hres1034ih,115,hres,ih,4,0,655
BILLS-115hres1035eh,115,hres,eh,0,0,409
BILLS-115hres1035ih,115,hres,ih,16,0,535
BILLS-115hres1036ih,115,hres,ih,4,0,911
BILLS-115hres1037ih,115,hres,ih,8,0,356
BILLS-115hres1038ih,115,hres,ih,2,0,769
BILLS-115hres1039ih,115,hres,ih,1,0,371
BILLS-115hres103ih,115,hres,ih,1,4,279
BILLS-115hres1040ih,115,hres,ih,2,0,396
BILLS-115hres1041ih,115,hres,ih,2,0,518
BILLS-115hres1042ih,115,hres,ih,2,0,2137
BILLS-115hres1043ih,115,hres,ih,1,2,321
BILLS-115hres1044ih,115,hres,ih,2,0,504
BILLS-115hres1045ih,115,hres,ih,2,0,877
BILLS-115hres1046ih,115,hres,ih,1,0,502
BILLS-115hres1047eh,115,hres,eh,0,0,102
BILLS-115hres1048ih,115,hres,ih,5,0,695
BILLS-115hres1049eh,115,hres,eh,0,0,781
BILLS-115hres1049rh,115,hres,rh,1,0,1031
BILLS-115hres104ih,115,hres,ih,38,0,530
BILLS-115hres1050eh,115,hres,eh,2,0,68
BILLS-115hres1051eh,115,hres,eh,0,0,218
BILLS-115hres1051rh,115,hres,rh,1,0,392
BILLS-115hres1052eh,115,hres,eh,0,0,516
BILLS-115hres1052ih,115,hres,ih,4,0,565
BILLS-115hres1053ih,115,hres,ih,10,0,788
BILLS-115hres1054ih,115,hres,ih,2,0,740
BILLS-115hres1055eh,115,hres,eh,0,0,578
BILLS-115hres1055ih,115,hres,ih,2,0,668
BILLS-115hres1056ih,115,hres,ih,7,0,270
BILLS-115hres1057ih,115,hres,ih,1,0,517
BILLS-115hres1058ih,115,hres,ih,112,0,1238
BILLS-115hres1059eh,115,hres,eh,0,0,449
BILLS-115hres1059rh,115,hres,rh,1,0,813
BILLS-115hres105ih,115,hres,ih,50,0,1006
BILLS-115hres1060ih,115,hres,ih,13,0,330
BILLS-115hres1061ih,115,hres,ih,1,0,260
BILLS-115hres1062ih,115,hres,ih,2,0,702
BILLS-115hres1063eh,115,hres,eh,0,0,268
BILLS-115hres1063ih,115,hres,ih,18,0,356
BILLS-115hres1064ih,115,hres,ih,1,0,537
BILLS-115hres1065ih,115,hres,ih,3,0,684
BILLS-115hres1066ih,115,hres,ih,27,0,318
BILLS-115hres1067ih,115,hres,ih,3,0,414
BILLS-115hres1068ih,115,hres,ih,116,0,1583
BILLS-115hres1069ih,115,hres,ih,1,0,598
BILLS-115hres106ih,115,hres,ih,2,4,287
BILLS-115hres1070ih,115,hres,ih,14,0,532
BILLS-115hres1071eh,115,hres,eh,0,0,151
BILLS-115hres1071ih,115,hres,ih,1,0,207
BILLS-115hres1072ih,115,hres,ih,2,0,447
BILLS-115hres1073ih,115,hres,ih,52,0,844
BILLS-115hres1074ih,115,hres,ih,1,0,472
BILLS-115hres1075ih,115,hres,ih,2,0,460
BILLS-115hres1076ih,115,hres,ih,3,0,525
BILLS-115hres1077eh,115,hres,eh,0,0,302
BILLS-115hres1077rh,115,hres,rh,1,0,582
BILLS-115hres1078ih,115,hres,ih,9,0,710
BILLS-115hres1079ih,115,hres,ih,1,0,518
BILLS-115hres107ih,115,hres,ih,2,4,286
BILLS-115hres1080ih,115,hres,ih,2,0,442
BILLS-115hres1081ih,115,hres,ih,16,0,596
BILLS-115hres1082eh,115,hres,eh,37,581,191251
BILLS-115hres1083ih,115,hres,ih,1,0,894
BILLS-115hres1084eh,115,hres,eh,0,0,805
BILLS-115hres1084rh,115,hres,rh,1,0,1175
BILLS-115hres1085ih,115,hres,ih,2,0,249
BILLS-115hres1086ih,115,hres,ih,2,0,502
BILLS-115hres1087ih,115,hres,ih,2,0,747
BILLS-115hres1088ih,115,hres,ih,2,0,508
BILLS-115hres1089ih,115,hres,ih,19,0,326
BILLS-115hres108ih,115,hres,ih,18,0,555
BILLS-115hres1090ih,115,hres,ih,30,0,880
BILLS-115hres1091eh,115,hres,eh,0,0,1445
BILLS-115hres1091ih,115,hres,ih,8,0,1369
BILLS-115hres1092ih,115,hres,ih,5,0,549
BILLS-115hres1093ih,115,hres,ih,48,0,633
BILLS-115hres1094ih,115,hres,ih,3,0,803
BILLS-115hres1095ih,115,hres,ih,28,0,640
BILLS-115hres1096ih,115,hres,ih,1,0,407
BILLS-115hres1097ih,115,hres,ih,3,0,391
BILLS-115hres1098ih,115,hres,ih,18,0,1052
BILLS-115hres1099eh,115,hres,eh,18,216,104235
BILLS-115hres109ih,115,hres,ih,1,0,470
BILLS-115hres10ih,115,hres,ih,1,0,284
BILLS-115hres1100ih,115,hres,ih,12,0,1114
BILLS-115hres1101ih,115,hres,ih,3,0,571
BILLS-115hres1102ih,115,hres,ih,5,0,650
BILLS-115hres1103ih,115,hres,ih,2,0,229
BILLS-115hres1104ih,115,hres,ih,54,0,1042
BILLS-115hres1105ih,115,hres,ih,5,0,625
BILLS-115hres1106ih,115,hres,ih,9,0,459
BILLS-115hres1107ih,115,hres,ih,2,0,682
BILLS-115hres1108ih,115,hres,ih,3,0,853
BILLS-115hres1109ih,115,hres,ih,1,0,691
BILLS-115hres110ih,115,hres,ih,1,0,913
BILLS-115hres1110ih,115,hres,ih,5,0,501
BILLS-115hres1111ih,115,hres,ih,15,0,1074
BILLS-115hres1112ih,115,hres,ih,2,0,796
BILLS-115hres1113ih,115,hres,ih,4,0,653
BILLS-115hres1114ih,115,hres,ih,2,0,223
BILLS-115hres1115ih,115,hres,ih,9,0,479
BILLS-115hres1116ih,115,hres,ih,2,0,488
BILLS-115hres1117ih,115,hres,ih,1,0,571
BILLS-115hres1118ih,115,hres,ih,2,0,286
BILLS-115hres1119ih,115,hres,ih,2,0,321
BILLS-115hres111ih,115,hres,ih,1,0,533
BILLS-115hres111rh,115,hres,rh,143,0,1448
BILLS-115hres1120ih,115,hres,ih,6,0,1017
BILLS-115hres1121ih,115,hres,ih,85,0,675
BILLS-115hres1122ih,115,hres,ih,4,0,959
BILLS-115hres1123ih,115,hres,ih,1,0,261
BILLS-115hres1124ih,115,hres,ih,17,0,947
BILLS-115hres1125ih,115,hres,ih,11,0,627
BILLS-115hres1126ih,115,hres,ih,1,0,593
BILLS-115hres1127ih,115,hres,ih,1,0,349
BILLS-115hres1128ih,115,hres,ih,1,0,489
BILLS-115hres1129ih,115,hres,ih,4,0,449
BILLS-115hres112ih,115,hres,ih,2,4,286
BILLS-115hres1130ih,115,hres,ih,30,0,843
BILLS-115hres1131ih,115,hres,ih,2,0,516
BILLS-115hres1132ih,115,hres,ih,1,0,724
BILLS-115hres1133ih,115,hres,ih,4,0,868
BILLS-115hres1134ih,115,hres,ih,15,0,640
BILLS-115hres1135ih,115,hres,ih,1,0,427
BILLS-115hres1136ih,115,hres,ih,2,0,489
BILLS-115hres1137ih,115,hres,ih,17,0,443
BILLS-115hres1138eh,115,hres,eh,0,0,473
BILLS-115hres1138ih,115,hres,ih,9,0,594
BILLS-115hres1139ih,115,hres,ih,63,0,1028
BILLS-115hres113ih,115,hres,ih,1,0,977
BILLS-115hres1140ih,115,hres,ih,1,0,470
BILLS-115hres1141ih,115,hres,ih,3,0,321
BILLS-115hres1142eh,115,hres,eh,0,0,299
BILLS-115hres1142rh,115,hres,rh,1,0,519
BILLS-115hres1143ih,115,hres,ih,1,0,692
BILLS-115hres1144ih,115,hres,ih,37,0,361
BILLS-115hres1145ih,115,hres,ih,85,0,1168
BILLS-115hres1146ih,115,hres,ih,6,0,517
BILLS-115hres1147ih,115,hres,ih,10,0,1051
BILLS-115hres1148ih,115,hres,ih,9,0,405
BILLS-115hres1149eh,115,hres,eh,0,0,974
BILLS-115hres1149ih,115,hres,ih,1,0,1073
BILLS-115hres114ih,115,hres,ih,1,4,280
BILLS-115hres1150ih,115,hres,ih,8,0,563
BILLS-115hres1151ih,115,hres,ih,4,0,622
BILLS-115hres1152ih,115,hres,ih,28,0,658
BILLS-115hres1153ih,115,hres,ih,3,0,235
BILLS-115hres1154ih,115,hres,ih,3,0,490
BILLS-115hres1155ih,115,hres,ih,9,0,1459
BILLS-115hres1156ih,115,hres,ih,1,0,617
BILLS-115hres1157eh,115,hres,eh,0,0,1307
BILLS-115hres1157ih,115,hres,ih,1,0,1393
BILLS-115hres1158ih,115,hres,ih,9,0,759
BILLS-115hres1159ih,115,hres,ih,25,0,744
BILLS-115hres115ih,115,hres,ih,1,4,278
BILLS-115hres1160eh,115,hres,eh,0,0,216
BILLS-115hres1160rh,115,hres,rh,1,0,418
BILLS-115hres1161eh,115,hres,eh,1,0,62
BILLS-115hres1162eh,115,hres,eh,0,0,461
BILLS-115hres1162ih,115,hres,ih,2,0,516
BILLS-115hres1163ih,115,hres,ih,20,0,694
BILLS-115hres1164eh,115,hres,eh,0,0,105
BILLS-115hres1165eh,115,hres,eh,0,0,789
BILLS-115hres1165ih,115,hres,ih,1,0,842
BILLS-115hres1166ih,115,hres,ih,9,0,1001
BILLS-115hres1167eh,115,hres,eh,0,0,130
BILLS-115hres1168ih,115,hres,ih,12,0,654
BILLS-115hres1169eh,115,hres,eh,0,0,600
BILLS-115hres1169ih,115,hres,ih,6,0,661
BILLS-115hres116eh,115,hres,eh,0,0,226
BILLS-115hres116rh,115,hres,rh,1,0,485
BILLS-115hres1170ih,115,hres,ih,3,0,1142
BILLS-115hres1171ih,115,hres,ih,13,0,790
BILLS-115hres1172eh,115,hres,eh,0,0,750
BILLS-115hres1172ih,115,hres,ih,162,0,1223
BILLS-115hres1173ih,115,hres,ih,1,0,802
BILLS-115hres1174ih,115,hres,ih,43,0,480
BILLS-115hres1175ih,115,hres,ih,2,0,384
BILLS-115hres1176eh,115,hres,eh,0,0,191
BILLS-115hres1176rh,115,hres,rh,1,0,369
BILLS-115hres1177ih,115,hres,ih,5,0,709
BILLS-115hres1178ih,115,hres,ih,4,0,461
BILLS-115hres1179ih,115,hres,ih,14,0,504
BILLS-115hres117ih,115,hres,ih,2,4,291
BILLS-115hres1180eh,115,hres,eh,0,0,313
BILLS-115hres1180rh,115,hres,rh,1,0,557
BILLS-115hres1181eh,115,hres,eh,0,0,148
BILLS-115hres1181rh,115,hres,rh,1,0,308
BILLS-115hres1182ih,115,hres,ih,1,0,468
BILLS-115hres1183eh,115,hres,eh,0,0,224
BILLS-115hres1183rh,115,hres,rh,1,0,486
BILLS-115hres1184ih,115,hres,ih,1,0,666
BILLS-115hres1185rh,115,hres,rh,1,0,279
BILLS-115hres1186ih,115,hres,ih,1,0,375
BILLS-115hres1187ih,115,hres,ih,8,0,567
BILLS-115hres118ih,115,hres,ih,3,0,725
BILLS-115hres119ih,115,hres,ih,1,4,278
BILLS-115hres11eh,115,hres,eh,0,0,1053
BILLS-115hres11ih,115,hres,ih,52,0,1255
BILLS-115hres120ih,115,hres,ih,1,0,168
BILLS-115hres121ih,115,hres,ih,13,0,406
BILLS-115hres122ih,115,hres,ih,1,4,287
BILLS-115hres123eh,115,hres,eh,0,0,438
BILLS-115hres123rh,115,hres,rh,1,0,850
BILLS-115hres124ih,115,hres,ih,21,0,834
BILLS-115hres125ih,115,hres,ih,2,4,287
BILLS-115hres126ih,115,hres,ih,2,4,288
BILLS-115hres127eh,115,hres,eh,3,0,73
BILLS-115hres128eh,115,hres,eh,0,0,990
BILLS-115hres128ih,115,hres,ih,6,0,1773
BILLS-115hres129eh,115,hres,eh,0,0,427
BILLS-115hres129ih,115,hres,ih,1,0,535
BILLS-115hres12ih,115,hres,ih,1,0,441
BILLS-115hres130ih,115,hres,ih,11,0,533
BILLS-115hres131eh,115,hres,eh,5,0,93
BILLS-115hres132ih,115,hres,ih,15,0,1677
BILLS-115hres133ih,115,hres,ih,17,0,280
BILLS-115hres134ih,115,hres,ih,11,0,462
BILLS-115hres135ih,115,hres,ih,2,0,432
